39,38,73,71,36,34,17|14,76,33,10,16,46,72,63,34|63357360767
14,43,31,76,66,13,70,62,62,76,5,76,31|13,69,73,74,17,11,34|59894539376
16,34,64,35,42,31,15,63|16,7,17,38,64,4|54761501743
31,71,34,33,18|64,13,18,43|10224152323
74,71,10,3,33,32,36,67,4,65,7,63|2,70,42,68,43,41,42,62,67,76,9|59841228238
18,43,3,73,33,4,4|15,71,65,61,64,67,63,65,31,68|30548331754
18,43,65,33,31,70,62|68,71,67,42,76,34,65|13585781574
15,38,34,76,4,70,76,7,76|7,43,64,17,4|62700328810
69,10,44,9,76,4,61,69|13,61,74,17,33,76,4,66,33|70737388326
61,14,43,10,44,4|5,34,64,63,70,70,13,41,76,64,76,63,4|68378600226
18,38,66,11,38,38,65|66,43,62,11,1,61,70,44,76,61|55832273743
17,32,66,10,11,62,2|69,16,76,34,32,61,68,46,62|79380630461
11,11,4,45,70,63,16,61,67|46,13,74,18,34|6255165760
41,41,40,44,9,73,3,76,2|14,43,2,17,66,61,34,36,33|45981510659
5,9,33,32,61,7,65|69,35,35,18,41|35629847576
5,72,6,9,42,32,36|46,14,73,34,32,16,76,10|69931478683
4,5,4,45,70,14,3,63,1,13,3,35,34|72,44,31,73,1,64,64,1,41,4|74488488887
13,69,68,68,33,31,35,11,64|5,69,4,9,39,34,76,1,1|76371572083
43,68,7,42,43,62,64|18,15,1,43,3,5|79420610814
14,69,40,32,9,63,76,33,64|16,64,61,67,14,76,46,36,35,67|36381344028
14,43,9,4,6,73,64,62,71|10,68,17,6,61,6,42,70,32,4,33|64201774548
34,74,40,65,69,67,67,76|14,43,33,1,4,38,66|74164119579
18,71,4,32,70,44,68,3,76,64,63,32|14,45,31,69,11,4,31,6,44|14328268038
62,43,42,14,63,46,34|11,5,17,63,42,34,70|28272984226
1,18,17,33,61,16,67,76,4,6,33|18,14,4,10,63,68,61,11,31|43310403920
38,73,73,63,10,15|17,46,35,34,76,70,72,62,32|71090538206
5,67,43,18,6,76,63,38,3,62,67|5,17,71,4,17,41,76,35,31,67|17931508588
17,38,66,64,14,4,38,11,31|14,13,68,66,7,17,76,67|46303068780
46,2,11,68,67,36,32,44,63|18,11,67,34,34,71,68,7|19729523823
43,34,67,74,61,65,6,4,66|11,71,31,70,76,66,71,65|13352136600
13,15,17,31,15,4,4|32,11,35,16,44,2,70,31|14918127219
70,17,62,11,66,34,13|46,11,67,73,2,67,4,67|69391342519
39,38,35,73,11,6,14,76,33,65|18,34,65,63,68,62,41,1,9,68,31|93155663923
11,71,2,15,31,65,31,62|65,14,15,44,32,76,3,62,65|99412162677
11,68,34,43,76,67,34,43,4,36,34|17,31,76,42,34,64,4,62,11,71,31|90615224465
18,43,72,64,70,46|70,15,17,17,71,3,67|15612426327
64,42,72,65,11,36,4|70,34,18,17,76,2,64,35|69876211272
4,16,64,32,18,31,32,5,64|46,17,71,32,15,3|89215331591
11,6,38,44,11,61,15,67|11,45,10,70,39,62,9|6902113891
43,14,48,33,4,68,4,33,64|68,16,68,18,13,2,34|15336189537
63,1,34,16,34,32,41,31|67,16,61,70,13,11|15232492242
18,70,34,35,63,2,3,31,4,62|18,38,43,33,76|7183052034
43,45,42,76,33,41,35,76,40,45|40,73,15,45,11,7,41,61,62|91647957172
40,42,4,76,74,67|14,32,40,34,74|85641624208
6,68,45,45,65,3,40,31|4,35,61,63,5,61,38,17,15,64,61|62578732593
18,13,68,45,15,2,62,38|4,39,43,68,10,76,35,31,63,64,1,3|6761150539
65,39,9,72,31,34,76,41,11,6|5,9,71,72,31,67,38,36,65|59197155744
46,34,16,4,73,76,34|16,43,33,65,11,4,32,70|51124361319
17,43,35,35,73|17,10,2,34,41,63,4|29789869168
64,42,68,11,74,65|39,71,33,76,10,4,67|87704624894
67,9,16,44,76,17,32|16,64,42,68,17,68|32743370490
14,43,68,2,76|6,68,35,66,9|6126400687
46,5,13,4,43,33,65|13,18,38,34,1,2,61|62971448771
6,4,41,72,63,35,41,3,11,35,33,65|46,73,38,15,48,67,34|93765084379
46,43,64,45,14,2,4,76,63|17,10,73,2,38,5|12880056433
18,5,72,76,41,43,3,70|5,34,44,9,5,2,17,62|11244795295
46,45,74,15,31,31,62,46|39,7,10,64,44,63,44,2|43759242268
36,7,68,66,3,64,16|45,3,70,62,36,7,76,68,61|42162120674
17,10,44,41,40,61,62|62,43,5,43,15,65,13,35,1|4963756695
43,62,64,7,4,3,34,4,16,4|11,33,18,70,76,64,31|68749949738
43,43,14,41,76,38|42,44,68,16,4,76,1|30237387779
16,10,31,61,1,70,64|6,16,76,76,4,9,34|85885169789
14,74,17,44,63,33,35,4|72,69,74,17,15,64|66883078103
13,11,15,64,70,7,3,70|18,42,31,13,35,70|40580524086
39,68,11,65,2,2,76|70,18,68,76,31,34,34,70,65|17322777235
13,69,45,17,69,34,31|13,31,15,46,43,68,65,2,62|76063245954
17,33,35,5,70,67,1,35|42,74,63,13,41,34|78047277460
2,18,5,71,43,4|40,43,73,67,62,15,64,2|97175347697
18,33,70,41,63,9,61,31,65|43,36,35,3,9,42,32,31|92637274516
72,42,62,40,61,70,5,64|13,5,38,71,63,46,62|3778745062
16,38,18,64,31,41,76,34,62,63,76|46,11,3,71,44,65,65,69|99576259887
17,46,38,68,71,65|48,71,15,68,65,2,4,33|27167578916
4,9,43,45,69,76,63,66,3|11,68,74,1,71,15,4|58967914319
70,2,74,41,34,16,63,4,32|5,33,32,16,35,3,69,4,35,35|21491979271
61,13,14,16,3,35,6,62,4|43,11,68,15,63,61,65,34|59336998597
36,74,45,76,34,4|7,38,3,36,40,34,65|94640389952
16,34,34,34,61,18,15,63,13,7,4,62|17,67,66,71,64,39,5,64,65|52672420603
40,36,73,64,45,9,7|41,71,45,64,15,16,42,4,35|72431633527
70,11,15,32,61,68,17|62,39,31,36,61,33,39,3|22902822732
5,65,35,68,11,76,67,33|17,45,34,68,76,61|59640528046
63,7,45,38,18,16,4,63|73,64,63,39,42,9,34,41|24157269291
76,46,40,9,11,61,76,61,32,64,32,70|16,31,67,16,70,62,13,11,3,36,4|26349388344
61,70,18,73,76,33|69,67,61,35,42,66,61|50866651375
17,71,7,65,35,64,65|46,65,17,34,69,32|44387146126
63,70,11,38,76,41,35,34,40|14,43,38,67,5,31|61664622197
70,71,73,16,34,76,40,3,4,61,32|69,72,38,17,61,71|88893581178
34,39,44,16,66,40,65|45,68,16,36,40,13|93474001485
73,15,45,71,67,63,65,39|18,64,74,76,44,68,4,67,64|55023127794
5,44,76,40,33,33,7|43,9,73,2,64,34,2,65,32|71758828504
18,40,63,38,67,70,18,31,63|39,42,33,44,40,35,61,73,34|29027014279
11,13,61,38,16,45,34,35,66,2|18,31,64,61,74,67,41,42,33,62|38582785391
67,17,74,76,64,7|2,14,17,62,6,33,65|64596492696
45,10,33,34,3,61,15,65,65|46,39,76,67,70,62,76,67,35|40150876404
74,71,73,36,33,63,15,65,32|18,13,74,5,34,67,33,34,1|14084326084
18,31,17,16,3|13,62,68,32,65,63,45,7,4|93132074767
16,61,63,34,71,67,64,41,4,65|18,43,62,31,13,76|561687866
46,11,17,9,74,65|46,70,11,74,68,9,63|99681366244
11,1,68,6,62,36,4|13,14,43,41,76,34,4|24652430473
5,42,36,33,16,4,76|74,11,40,3,65,65,64,76|82729936576
18,5,65,68,38,76|16,76,1,40,67,31,45,4|38499111605
17,46,64,67,61,34,17|73,31,67,76,44,9,76,3,65|69265341762
76,11,71,61,31,13,62,61,63|40,38,71,6,34,32,65,3,4|15425824589
17,16,43,65,38,62,65,34,65|17,6,10,31,73,62|8677583937
18,34,74,64,65|18,16,2,76,3,61|26525157069
7,10,9,36,41,76,3,61|69,38,66,65,3,69,76,42|74698661776
17,43,31,33,38,42,39,64|43,73,38,33,9,65,17,62,35|45580584204
5,42,64,67,31,63,32,7,7,34|39,72,4,62,17,63,62|31813342631
40,38,74,40,66,63,35,66|48,69,7,45,11,65,35,76,70,76,3|74073309846
46,33,72,42,1,32,9,65|46,71,33,31,2,15,71,61|55961172449
46,5,46,7,76,68,65,1|14,43,6,35,76,33,38,9|9752442412
15,45,61,31,34,68,11|4,72,17,31,34,11,65|50231652649
34,17,65,34,76,43,65,34,35|71,15,45,1,65,35|95719282265
4,18,46,45,10,63,31,76|18,16,61,39,76,45,76,62|41765750919
72,7,34,32,44,9,64,65|48,65,68,45,34,15,63,4|59707904198
31,16,34,5,64,6,7|70,34,15,68,45,6,4|60053639651
11,34,16,42,66,63,13,32,41|36,48,74,76,9,76,33,3|98382234328
11,45,10,67,35,41|13,7,45,4,71,67|85614594504
45,68,7,67,64,35,31,6|18,69,34,6,38,31|49796228090
33,4,11,71,33,34,10,5,42,76|48,73,67,66,4,76,5,71|66077626379
69,17,66,72,1,17|70,71,15,15,45,15,76,4,68,62|19494484723
43,48,65,7,34,10,65,63|16,72,34,61,34,18,64,64|20039971708
18,5,36,63,13,17,70,4,4|13,33,64,48,68,16,34,41,35,32,76,65|78426227459
43,40,38,76,7,4|13,43,39,2,33|11065052815
46,74,43,33,43,61,46,32,63|31,42,71,11,44,68,9,35|7244012044
63,64,71,3,61,17,31,71,35,64|17,15,34,76,17,33,76,65,2,3,3|72328599912
11,76,63,44,17,34,4|18,72,4,2,16|3709133102
74,9,68,76,44,2,62,5,76|72,44,45,71,6,41,76,64|84126298457
68,2,7,11,63,65,6,32|5,17,32,61,68,3,67|10882327238
6,42,65,70,44,31,76,15|46,64,67,17,15,38|78727603193
5,41,45,33,68,35,11,68|18,72,17,31,9,4|17213618673
4,5,17,31,4,76,69,67,70,65|18,3,64,68,41,62,64,31,65,35|62198620784
46,69,44,9,41,7,65|42,2,45,66,73,71,65|1118715943
61,73,33,45,67,63,64|43,40,74,34|1962335076
17,73,64,76,31,17,4|18,31,34,31,71,36,63|32186977087
14,46,13,43,34,4,32|18,4,16,33,66,66|76894552434
69,38,70,6,48,16,11,33,67|17,38,40,69,45,73,67|41267108875
15,43,36,62,76,34,14|18,13,61,66,68,4|85671454210
43,73,69,10,16,4|41,67,41,63,18,41,4,2,6|82003252352
73,2,67,62,65,2,11,7,65,35|18,11,72,62,31|75075290098
42,72,46,13,15,48,67|32,34,42,63,34,31,39,70,39,45,4,33,3|13988044209
43,68,63,31,2,38,61,11,34|11,17,33,5,5,7|87540292921
69,16,17,64,76|17,15,32,2,68|25705593922
61,13,11,2,68,61,70|17,11,68,35,70|51522137326
17,31,10,32,45|1,73,4,15,68,65,1|8374617591
11,45,64,34,33,65,1,70|46,34,1,67,31,65,33,7|40081381055
36,2,73,15,65,35|17,45,3,64,31,62|4838210322
13,39,72,73,35,18,61|18,34,31,72,62,64,32,62,34,9,5|6048493343
17,33,16,16,42,11,35|18,11,73,61,33,73,34|26293531075
17,6,9,4,31,35,67,63|69,73,44,42,31|14466469420
14,18,44,43,32,71,65|46,17,70,72,3,15,33,4,11|88534754741
72,16,70,11,7,4,13,2,42,34|18,34,34,67,69,34,63,45,9,2,34|6973562690
5,33,1,7,42,65,65,4|1,15,34,67,76,36,33,70,61|49886996149
43,14,45,61,10,5,76,46,65|13,42,44,16,62,6,66,76,65,31,31,3|82807132488
33,40,3,44,35,38,40,35|5,33,44,73,2,68,4|2465971284
34,46,63,36,63,14,64,61|17,3,35,38,9,2,35,32|79832054392
18,74,4,31,6,42,67,76|17,34,67,73,76,63,9,11|63365476216
63,11,5,43,46,73,32,32|46,5,34,16,73,17,64|37553632924
43,68,42,33,63,69,64,4,42|18,38,38,76,6,10,2,32,35|15003656059
41,16,42,42,63,62,9,32|43,42,72,5,64,67,2|49345066775
67,34,42,68,2,73,61,65|16,74,45,66,65|1601604937
13,5,15,4,62,31,70|71,62,62,70,17,61|84967537401
13,16,31,63,34,63,35,63,34,65,33,32,3|40,67,71,16,7,31,34|31316942615
76,70,7,33,35,16,43,65,13,67,63,31,62,4|18,7,74,34,13,3,70,66|56152057930
34,63,36,70,31,4,36,76,33,67|17,46,34,70,69|21062087011
76,67,40,41,34,44,63|17,71,64,4,45|10905344865
5,64,34,36,3,18,4,63,65|35,1,18,2,61,61,33,71|29204540176
17,18,2,33,31,33,76,36,70,32|18,34,17,38,61,76,38,62,4,35,70|98057480630
39,17,68,44,76,64,31,65,3,2|1,61,73,73,9,69,31,16|60225929874
18,32,65,64,15,67,65|39,16,41,2,33|67675826531
64,39,9,76,33,64,76,68,62|14,74,38,16,2,62|66071613053
61,40,43,34,1,3,31,9,2,31|62,46,72,16,40,76,35,32|37619619265
76,7,46,32,61,38,11,62,2,17,2,2|46,18,43,32,68,32,5,70,76,3|58478526625
74,2,39,76,33,4,62|67,38,65,36,13,2,15|58661048293
45,4,18,17,46,63,76,64,38|14,48,69,42,33,1,65,4,61,41,67|33628014733
11,65,2,45,4,76,31,31|11,5,45,1,4|57285954573
18,33,35,48,2,41|43,34,67,71,4,35,14,76|19159137584
16,33,62,31,17,40,32|11,31,5,61,34,7,13,76,4|74355401003
18,61,66,65,31,63,34|34,15,66,17,2,4|32793925546
14,62,10,10,70,13,63|14,43,15,76,62,2,38,67|77491619241
40,43,4,17,61,73,36|69,11,34,7,61,46,67,62,2,64,61,31|24821956925
48,63,10,43,34,32,65,46,7|9,68,44,36,38,67,68,33|56164854305
43,16,44,67,3,67,40,4,65,61|14,46,11,64,46,76,70,38|66822840055
71,76,61,61,10,46|13,71,64,64,4,17|95296357161
43,6,68,61,70,17,65,73|16,46,44,11,34,10,64,64|57109711078
46,11,34,43,44,36,40|18,4,34,5,63,7,42,66,63,64|57154881376
18,43,31,38,61,1,44,64|18,46,67,34,13,62,38,66|14662231780
71,72,61,6,14|17,16,2,41,65,10,70|60341205337
48,10,65,67,41,33,31|68,73,7,64,16,63|89524368702
18,38,15,35,76,7,3,65,4|13,73,18,38,35,64|95135886075
76,34,63,66,34,42,67,3,64|18,2,68,76,34,3|85296115883
43,71,11,34,76,62,43,33|18,11,71,45,65,63|64723140578
74,34,31,62,13,39,35|46,11,45,11,33,33|19704345502
13,6,13,5,73|16,70,17,64,38,64,61,35,61|9379012126
39,2,38,15,65,36,4,69,63,65,35,3|18,31,64,39,63,38,9,65,63|34099215139
64,14,13,33,65,38,11,32|18,33,40,62,33,66,65|29289341238
46,18,35,15,70,65,70,33,62,4|43,40,7,45,70,65,13|49625222511
14,38,44,45,9,64|15,67,38,16,5,71,76,76|44274547912
16,73,43,76,63|46,62,17,67,1,62|572324505
11,45,32,4,63,39|69,73,17,3,3|45328438476
71,74,73,4,36,61,41,4|40,61,71,71,4,34,10,34,63|30266669021
71,36,17,45,31|74,68,32,76,71,15|5388536524
5,5,67,17,76,13,63|7,72,40,34,5,2,2|95379635161
16,11,36,73,44,76|17,74,10,44,35|52705103114
43,14,61,31,76,66,5,10,67,31|46,13,43,67,31,68,9,5|72020563976
17,16,10,4,42|14,7,73,17|80212497148
11,61,17,76,68,32,76|13,42,73,76,9|95616096339
48,71,63,68,3,40,33,36|1,41,17,16,45,32,76,66,76,3,32|61341460262
46,45,73,63,3,41,3,33,31,65|36,64,17,2,41,44,4,41,76|92663508885
40,74,3,35,41,9,41|70,18,44,4,72,62,2|97639877059
18,9,38,7,64,67,69,67|41,62,16,35,34,76,10,17,10|71079237815
69,33,74,9,76,7,70,2,33|48,73,70,16,45,41,4|24613934150
36,10,13,61,33,32,65,64|14,43,32,76,68,34|85720888596
5,34,38,34,5,32,69,66|18,62,43,9,34,33,35,61|42753953161
17,68,40,65,76,15,76,17|70,9,74,74,67,11,63,34,32|60777034498
40,38,11,1,61,64,11,31,63,65,70,40,65|72,17,31,7,69,31,4,9,67,65|91086246063
18,74,7|5,76,73,45,34,4|30331113893
64,40,73,9,1,64,35|69,11,38,15,66,4,65|13318056174
14,1,45,16,34,62,74,61,6|14,64,6,11,67,32,65,63,34,6,4,35,68,34|32691076214
2,42,68,31,11,76,33|62,17,46,2,34,62,35,33|19443383832
17,65,10,7,65,4|68,45,34,41,1,3|17244151901
35,18,40,65,3,63,70|32,45,73,10,70,4|55655569750
5,68,13,41,71|15,71,68,2,73|69601071646
69,3,45,14,45,64,2,65,66,70|5,73,73,2,66,66,64,63,67|14833427671
5,66,48,5,65,9,33,2,34,35|18,62,71,62,35,67,11,44,65,4,2|42751300085
13,73,73,48,9,31|45,16,6,44,71,34,61,4,65,31|93512983989
31,11,73,33,11,68,65,32,2|7,73,61,7,44,71,64|91624682052
64,13,5,40,3,35|70,7,68,31,32,16,4|21541216355
39,6,17,9,15,31,9,35|18,45,34,2,18,4,64,6,34,61,31,4|33645660222
14,35,33,76,31,61,1,32,65,13|76,74,69,44,76,32|44688499876
70,1,76,6,66,61,10,1,32,36,34|13,76,70,45,41,63,70,76,41,73|89836964092
14,7,31,63,42,76,62,76,5|14,43,9,1,31,62,33,64,3|58388912812
70,48,40,11,63,31,15,68,35|17,16,72,32,65,31,42,63,41,4|58610402351
36,2,4,18,63,63,61|16,33,64,36,4,72|6256426287
14,72,15,66,64,42,9,3|5,74,42,9,3,76,16,11|65929236206
46,18,14,64,61,70,45,41,33|46,43,4,18,46,72,76|99997011164
16,2,74,13,63,63,3|1,71,31,1,7,70,7,2|33089649842
11,74,17,4,68,34,31,16|46,16,2,31,42,34,61,76,2,64,40,35|77115087869
